state,county,less_than_high_school_diploma_2015-19,high_school_diploma_only_2015-19,some_college_or_associate_ degree_2015-19,bachelor_degree_or_higher_2015-19
MI,Montmorency County,965,3173,2241,1010
MI,Muskegon County,10339,40256,44430,23337
MI,Newaygo County,4013,13616,10495,5610
MI,Oakland County,51745,164499,250274,417746
MI,Oceana County,2307,6568,5680,3530
MI,Ogemaw County,2210,5990,5565,1905
MI,Ontonagon County,366,2105,1581,803
MI,Osceola County,1845,7139,5016,2313
MI,Oscoda County,1017,2295,2174,651
MI,Otsego County,1389,5766,6157,4105
MI,Ottawa County,12515,50376,54721,60731
MI,Presque Isle County,1036,3796,3324,1777
MI,Roscommon County,1901,7262,6819,2931
MI,Saginaw County,14016,43902,46531,27514
MI,St. Clair County,10405,38403,43003,21001
MI,St. Joseph County,5325,14960,14028,6613
MI,Sanilac County,3416,12084,9688,4158
MI,Schoolcraft County,580,2717,1907,963
MI,Shiawassee County,3742,17906,18183,8186
MI,Tuscola County,4045,16091,12696,5110
MI,Van Buren County,6670,16174,17601,11240
MI,Washtenaw County,10823,33523,56699,128223
MI,Wayne County,159772,355540,383767,282906
MI,Wexford County,2399,8410,8064,4205
MN,Minnesota,258391,928450,1220892,1359167
MN,Aitkin County,1084,4561,4496,2234
MN,Anoka County,14357,66574,84889,72788
MN,Becker County,1599,7354,8524,5816
MN,Beltrami County,2243,7916,10023,8332
MN,Benton County,2218,7992,10243,6306
MN,Big Stone County,268,1640,1176,562
MN,Blue Earth County,2129,10301,12937,13550
MN,Brown County,1124,6267,6102,3846
MN,Carlton County,1502,8024,9914,5521
MN,Carver County,2570,12064,19214,32450
MN,Cass County,1662,6895,7829,4947
MN,Chippewa County,877,2811,2992,1565
MN,Chisago County,2060,12968,15120,8254
MN,Clay County,1971,9134,14283,13179
MN,Clearwater County,839,2102,2060,1028
MN,Cook County,124,1028,1400,1730
MN,Cottonwood County,830,2812,2609,1559
MN,Crow Wing County,2717,13734,18111,11330
MN,Dakota County,14070,58133,92129,120099
MN,Dodge County,699,4526,4878,3503
MN,Douglas County,1314,7817,10728,6990
MN,Faribault County,727,3722,3583,1831
MN,Fillmore County,1299,4918,5015,3203
MN,Freeborn County,2440,7623,7977,3732
MN,Goodhue County,1841,10722,11613,8504
MN,Grant County,300,1410,1728,794
MN,Hennepin County,57577,141681,232296,432616
MN,Houston County,647,4562,4811,3309
MN,Hubbard County,1066,4781,5274,4189
MN,Isanti County,2026,9374,10657,5008
MN,Itasca County,1959,9765,13354,7514
MN,Jackson County,523,2336,2670,1610
MN,Kanabec County,1119,4515,4139,1682
MN,Kandiyohi County,3164,7451,11491,6699
MN,Kittson County,168,1114,999,796
MN,Koochiching County,761,3338,3807,1454
MN,Lac qui Parle County,335,1839,1864,934
MN,Lake County,433,2506,2830,2335
MN,Lake of the Woods County,197,1084,1059,468
MN,Le Sueur County,1184,6926,6778,4447
MN,Lincoln County,322,1529,1370,768
MN,Lyon County,1315,5205,5617,4291
MN,McLeod County,1700,8905,9775,4354
MN,Mahnomen County,439,1226,1237,443
MN,Marshall County,652,2413,2227,1253
MN,Martin County,958,5328,4891,2878
MN,Meeker County,1165,5572,5962,3068
MN,Mille Lacs County,1810,6876,6507,2615
MN,Morrison County,2138,8794,8054,3977
MN,Mower County,3317,8581,8987,5952
MN,Murray County,583,2168,1982,1239
MN,Nicollet County,1327,5584,7760,7490
MN,Nobles County,3321,4379,4145,2141
MN,Norman County,365,1662,1623,859
MN,Olmsted County,5652,20830,31208,47003
MN,Otter Tail County,3280,12252,15612,10343
MN,Pennington County,667,3227,3971,1883
MN,Pine County,2042,8682,7437,3171
MN,Pipestone County,643,2202,2040,1324
MN,Polk County,1722,6493,7617,5363
MN,Pope County,479,2451,3275,1845
MN,Ramsey County,35294,75759,98633,153452
MN,Red Lake County,206,1050,1092,454
MN,Redwood County,954,3898,3590,1988
MN,Renville County,967,3737,3959,1558
MN,Rice County,3737,13137,13139,11840
MN,Rock County,428,2099,2321,1511
MN,Roseau County,733,3648,3901,2107
MN,St. Louis County,7510,37043,51749,39946
MN,Scott County,5000,20804,30510,37319
MN,Sherburne County,3322,17580,24348,16382
MN,Sibley County,961,4044,3616,1693
MN,Stearns County,8136,27419,35489,26904
MN,Steele County,1839,8273,8082,6385
MN,Stevens County,351,1835,1868,1781
MN,Swift County,626,2175,2550,1301
MN,Todd County,2193,6191,5950,2553
MN,Traverse County,169,890,1017,440
MN,Wabasha County,1026,5096,5661,3660
MN,Wadena County,870,3431,3669,1276
MN,Waseca County,906,4704,4540,2765
MN,Washington County,6801,36185,53184,76389
MN,Watonwan County,1153,3063,2058,1148
MN,Wilkin County,224,1260,1859,1043
MN,Winona County,2051,8543,11358,9440
MN,Wright County,4418,25490,31212,25680
MN,Yellow Medicine County,596,2417,2638,1178
MS,Mississippi,306105,601355,633057,435153
MS,Adams County,4937,7355,6119,3890
MS,Alcorn County,4768,8218,8167,4371
MS,Amite County,1636,3546,2710,1134
MS,Attala County,2751,3986,3839,1710
MS,Benton County,1561,1900,1575,657
MS,Bolivar County,4568,5127,6056,4867
MS,Calhoun County,2216,3679,2808,1163
MS,Carroll County,1446,2586,2372,894
MS,Chickasaw County,2791,4353,2794,1412
MS,Choctaw County,1130,2076,1474,1104
MS,Claiborne County,1024,1457,1478,1249
MS,Clarke County,1865,4295,3376,1359
MS,Clay County,2450,4602,3615,2735
MS,Coahoma County,2957,3643,5467,2376
MS,Copiah County,3738,6514,5919,2752
MS,Covington County,2089,4558,3969,1836
MS,DeSoto County,11177,34159,42256,29253
MS,Forrest County,5912,12750,15159,13001
MS,Franklin County,817,1876,1972,637
MS,George County,2442,5696,5288,2145
MS,Greene County,2331,3297,3216,952
MS,Grenada County,2739,3977,4520,3046
MS,Hancock County,4218,9468,12564,7406
MS,Harrison County,15860,39433,48842,31213
MS,Hinds County,19116,38349,51502,44555
MS,Holmes County,2548,4495,2816,1117
MS,Humphreys County,1629,1824,1259,691
MS,Issaquena County,438,354,283,35
MS,Itawamba County,3288,4890,5470,2068
MS,Jackson County,10955,30344,35326,20479
MS,Jasper County,1797,4366,3480,1712
MS,Jefferson County,1071,1841,1175,773
MS,Jefferson Davis County,1399,2910,2522,1125
MS,Jones County,7149,13418,15026,9334
MS,Kemper County,1205,2588,1966,991
MS,Lafayette County,3007,5884,8182,14309
MS,Lamar County,4332,9941,12782,14001
MS,Lauderdale County,7951,14103,19171,10130
MS,Lawrence County,1563,2871,2613,1503
MS,Leake County,3151,5380,4086,2102
MS,Lee County,9232,14625,18808,13774
MS,Leflore County,3272,6794,4447,3290
MS,Lincoln County,3175,8752,7573,3757
MS,Lowndes County,5491,12570,12033,9215
MS,Madison County,5703,11737,18184,33429
MS,Marion County,3137,6670,5068,2091
MS,Marshall County,4389,9484,7217,3374
MS,Monroe County,4712,8910,6996,4144
MS,Montgomery County,1586,2392,1816,1388
MS,Neshoba County,3664,6625,6140,2155
MS,Newton County,2024,4234,5190,2248
MS,Noxubee County,2019,2058,1781,1085
MS,Oktibbeha County,2401,5604,6816,11011
MS,Panola County,4397,8283,6583,3362
MS,Pearl River County,6125,11491,13869,6290
MS,Perry County,1394,3306,2604,878
MS,Pike County,4283,9137,7800,4228
MS,Pontotoc County,4838,5994,6040,3721
MS,Prentiss County,3370,5835,5634,2095
MS,Quitman County,1386,1502,1449,498
MS,Rankin County,11072,27971,35423,30489
MS,Scott County,4797,6920,4633,2102
MS,Sharkey County,658,816,878,571
MS,Simpson County,3699,5483,6086,2957
MS,Smith County,2284,4307,3063,1339
MS,Stone County,2150,4334,3698,1906
MS,Sunflower County,4398,5642,4770,2687
MS,Tallahatchie County,3003,2833,2997,1009
MS,Tate County,3167,6599,5908,2944
MS,Tippah County,2886,5182,4080,2176
MS,Tishomingo County,2678,5308,4108,1553
MS,Tunica County,1098,2231,2217,1128
MS,Union County,4175,6413,5919,2546
MS,Walthall County,1778,4251,2278,1397
MS,Warren County,4044,9590,10736,7050
MS,Washington County,6317,9644,8533,5354
MS,Wayne County,2772,5131,3420,2038
MS,Webster County,1001,2429,1972,1227
MS,Wilkinson County,1569,2528,1280,853
MS,Winston County,2337,4561,3985,1876
MS,Yalobusha County,1436,3449,2514,1182
MS,Yazoo County,4166,7621,5297,2649
MO,Missouri,418266,1270622,1248599,1212562
MO,Adair County,1338,4663,3333,4202
MO,Andrew County,1011,4558,3594,3036
MO,Atchison County,333,1521,1150,900
MO,Audrain County,2432,8041,4513,2589
MO,Barry County,4077,10269,6880,3634
MO,Barton County,1038,3323,2114,1605
MO,Bates County,1422,4972,3048,1816
MO,Benton County,2293,5962,4608,1920
MO,Bollinger County,1765,4122,2057,774
MO,Boone County,5834,22843,29039,49297
MO,Buchanan County,7063,22800,17781,12745
MO,Butler County,4973,10933,9467,3904
MO,Caldwell County,631,2702,1725,1121
MO,Callaway County,4231,11070,8292,7081
MO,Camden County,3287,13042,10817,7250
MO,Cape Girardeau County,4527,15731,14292,15892
MO,Carroll County,872,2725,1530,1029
MO,Carter County,643,1825,1106,654
MO,Cass County,5342,23875,22701,18573
MO,Cedar County,1199,4007,3204,1325
MO,Chariton County,488,2603,1266,907
MO,Christian County,4563,16866,19445,16397
MO,Clark County,658,2085,1437,612
MO,Clay County,10894,46381,51976,54329
MO,Clinton County,1135,5655,4278,3055
MO,Cole County,4063,15630,15417,17568
MO,Cooper County,1380,4583,3541,2704
MO,Crawford County,3709,6556,4577,1935
MO,Dade County,700,2443,1623,693
MO,Dallas County,1912,5129,2999,1484
MO,Daviess County,831,2267,1408,1021
MO,DeKalb County,1188,4418,2473,1298
MO,Dent County,1849,4556,2924,1688
MO,Douglas County,1719,4224,2621,1038
MO,Dunklin County,4737,7620,4837,2757
MO,Franklin County,8267,23359,24875,14943
MO,Gasconade County,1297,4111,3204,2053
MO,Gentry County,485,1906,1241,855
MO,Greene County,15618,52991,62986,57730
MO,Grundy County,916,2638,2051,1159
MO,Harrison County,689,2690,1507,968
MO,Henry County,1893,6322,4860,2469
MO,Hickory County,1156,3272,2259,659
MO,Holt County,293,1421,922,645
MO,Howard County,793,2428,1683,1648
MO,Howell County,3543,10629,8241,4930
MO,Iron County,1361,3048,2152,798
MO,Jackson County,44433,133888,145250,149739
MO,Jasper County,10448,26469,23297,18620
MO,Jefferson County,16785,48863,57330,31544
MO,Johnson County,2372,9686,10367,9102
MO,Knox County,351,1155,708,460
MO,Laclede County,3588,9882,7206,3530
MO,Lafayette County,2143,9871,6077,4594
MO,Lawrence County,3902,9868,7635,4068
MO,Lewis County,748,2985,1883,886
MO,Lincoln County,3930,15817,11363,6300
MO,Linn County,880,3787,2216,1400
MO,Livingston County,1428,4260,3009,2016
MO,McDonald County,3377,6218,3724,1724
MO,Macon County,1237,4730,2811,1712
MO,Madison County,1337,3117,2763,1331
MO,Maries County,861,2556,1955,1011
MO,Marion County,2306,7107,5515,4300
MO,Mercer County,281,1145,539,457
MO,Miller County,2190,7007,4711,3350
MO,Mississippi County,2364,4073,2173,1124
MO,Moniteau County,1587,4352,2685,2222
MO,Monroe County,664,2999,1764,771
MO,Montgomery County,1208,3659,2171,1143
MO,Morgan County,3129,5460,3821,1904
MO,New Madrid County,2576,5650,2417,1466
MO,Newton County,5061,13579,12813,7874
MO,Nodaway County,964,4697,3249,3562
MO,Oregon County,1271,3229,1918,1095
MO,Osage County,938,4051,2529,1756
MO,Ozark County,1215,2985,1918,755
MO,Pemiscot County,2416,4702,2360,1384
MO,Perry County,1620,5702,3514,2328
MO,Pettis County,3816,9804,9495,5068
MO,Phelps County,3259,8451,7961,8090
MO,Pike County,2025,6098,2686,2000
MO,Platte County,2885,15093,20948,29521
MO,Polk County,2360,7938,6006,4046
MO,Pulaski County,2070,7962,10723,8177
MO,Putnam County,318,1426,944,644
MO,Ralls County,749,3565,1883,1084
MO,Randolph County,2254,6230,6101,2597
MO,Ray County,1885,7149,4508,2319
MO,Reynolds County,933,1867,1190,633
MO,Ripley County,1912,4024,2619,968
MO,St. Charles County,13953,65883,83888,104074
MO,St. Clair County,1078,2866,2055,968
MO,Ste. Genevieve County,1341,4981,3843,2498
MO,St. Francois County,7192,17560,15707,6739
MO,St. Louis County,44903,146332,197773,301303
MO,Saline County,2410,5705,4042,2917
MO,Schuyler County,373,1387,862,378
MO,Scotland County,619,1280,746,439
MO,Scott County,3955,10948,7115,4287
MO,Shannon County,1172,2630,1183,871
MO,Shelby County,384,1791,1210,746
MO,Stoddard County,3929,8530,5355,2728
MO,Stone County,3134,8050,8716,4535
MO,Sullivan County,685,2189,977,511
MO,Taney County,4210,12763,13446,7561
MO,Texas County,3003,7089,5780,2470
MO,Vernon County,1596,5543,3973,2585
MO,Warren County,2671,8887,7548,4517
MO,Washington County,3996,6474,5145,1714
MO,Wayne County,2265,3712,2637,916
MO,Webster County,3493,9383,8029,4223
MO,Worth County,150,643,387,295
MO,Wright County,2402,5581,3042,1253
MO,St. Louis city,26828,52444,60331,79669
MT,Montana,46650,208541,236435,231669
MT,Beaverhead County,311,1846,1979,2268
MT,Big Horn County,796,2677,2754,1374
MT,Blaine County,416,1131,1639,944
MT,Broadwater County,293,1380,1455,1160
MT,Carbon County,472,2523,2659,2469
MT,Carter County,72,316,382,195
MT,Cascade County,4553,18146,18424,14232
MT,Chouteau County,289,1332,1195,1113
MT,Custer County,660,2366,3181,2029
MT,Daniels County,60,475,440,308
MT,Dawson County,440,2159,2318,1404
MT,Deer Lodge County,619,2635,2253,1415
MT,Fallon County,107,748,760,379
MT,Fergus County,598,2337,2876,2380
MT,Flathead County,3742,20833,24233,21934
MT,Gallatin County,2214,12296,19906,34579
MT,Garfield County,20,323,285,105
MT,Glacier County,850,3193,2357,1742
MT,Golden Valley County,47,238,167,133
MT,Granite County,192,772,780,710
MT,Hill County,954,3085,3580,2594
MT,Jefferson County,495,2291,2831,3022
MT,Judith Basin County,83,478,528,394
MT,Lake County,1686,5884,6954,6098
MT,Lewis and Clark County,2084,11241,15246,19138
MT,Liberty County,518,373,582,264
MT,Lincoln County,1558,5609,4913,2945
MT,McCone County,92,477,448,212
MT,Madison County,302,2024,2199,2052
MT,Meagher County,64,538,343,391
MT,Mineral County,356,1183,1145,515
MT,Missoula County,3441,17099,24463,33949
MT,Musselshell County,300,1515,1150,576
MT,Park County,689,3743,4144,3935
MT,Petroleum County,4,138,94,114
MT,Phillips County,263,1137,985,497
MT,Pondera County,285,1359,1445,973
MT,Powder River County,72,361,485,296
MT,Powell County,564,2005,1650,1080
MT,Prairie County,111,283,323,205
MT,Ravalli County,2644,9606,10526,8777
MT,Richland County,573,2613,2839,1406
MT,Roosevelt County,803,2035,2484,1121
MT,Rosebud County,576,1767,2390,1026
MT,Sanders County,996,3741,2597,1595
MT,Sheridan County,205,811,907,603
MT,Silver Bow County,1778,7601,7895,6464
MT,Stillwater County,409,2401,2259,1692
MT,Sweet Grass County,148,997,889,691
MT,Teton County,334,1326,1470,1040
MT,Toole County,403,1435,1202,546
MT,Treasure County,53,164,171,132
MT,Valley County,331,1866,2050,1165
MT,Wheatland County,257,483,397,277
MT,Wibaux County,88,289,218,182
MT,Yellowstone County,6380,32857,34590,34829
MT,Yellowstone National Park,,,,
NE,Nebraska,107535,326594,417672,399225
NE,Adams County,2053,5777,7726,5002
NE,Antelope County,309,1487,1793,808
NE,Arthur County,18,74,119,75
NE,Banner County,16,135,254,123
NE,Blaine County,18,112,148,83
NE,Boone County,186,1376,1329,772
NE,Box Butte County,693,2451,3011,1272
NE,Boyd County,58,638,515,242
NE,Brown County,109,914,752,463
NE,Buffalo County,2090,7729,9925,10462
NE,Burt County,403,1655,1586,988
NE,Butler County,387,2082,1889,1186
NE,Cass County,1002,5300,6536,4916
NE,Cedar County,430,2025,2068,1204
NE,Chase County,319,689,1105,562
NE,Cherry County,204,1277,1641,926
NE,Cheyenne County,430,1840,2704,1694
NE,Clay County,358,1451,1566,840
NE,Colfax County,2052,1930,1665,1028
NE,Cuming County,706,2127,1790,1443
NE,Custer County,494,2260,2966,1804
NE,Dakota County,2923,4399,3516,1619
NE,Dawes County,205,1337,1743,1920
NE,Dawson County,3367,4826,4668,2414
NE,Deuel County,146,455,537,215
NE,Dixon County,467,1366,1215,819
NE,Dodge County,2727,8641,8541,4656
NE,Douglas County,34494,78011,107622,144986
NE,Dundy County,220,316,464,303
NE,Fillmore County,321,1361,1512,872
NE,Franklin County,169,792,894,388
NE,Frontier County,74,530,822,391
NE,Furnas County,378,1110,1288,584
NE,Gage County,1523,5427,5100,3162
NE,Garden County,85,459,573,324
NE,Garfield County,54,460,581,374
NE,Gosper County,111,434,566,465
NE,Grant County,14,167,160,125
NE,Greeley County,101,569,719,271
NE,Hall County,6041,12291,12511,8452
NE,Hamilton County,311,1894,2536,1578
NE,Harlan County,164,639,1022,527
NE,Hayes County,64,172,299,120
NE,Hitchcock County,158,675,825,354
NE,Holt County,456,2318,2674,1569
NE,Hooker County,33,180,163,135
NE,Howard County,228,1618,1676,943
NE,Jefferson County,457,1919,1855,919
NE,Johnson County,516,1615,984,659
NE,Kearney County,158,1289,1793,1179
NE,Keith County,505,1895,2351,1224
NE,Keya Paha County,25,163,192,127
NE,Kimball County,301,968,969,431
NE,Knox County,459,1975,2140,1263
NE,Lancaster County,12282,41828,63367,76759
NE,Lincoln County,1577,6944,10187,5666
NE,Logan County,37,186,273,121
NE,Loup County,9,136,200,117
NE,McPherson County,35,77,140,71
NE,Madison County,2195,6971,8480,5270
NE,Merrick County,317,1944,2264,980
NE,Morrill County,421,1085,1201,657
NE,Nance County,173,952,939,462
NE,Nemaha County,376,1371,1566,1276
NE,Nuckolls County,248,1045,1135,643
NE,Otoe County,784,3831,3690,2542
NE,Pawnee County,238,782,577,329
NE,Perkins County,240,517,685,563
NE,Phelps County,421,1877,2508,1475
NE,Pierce County,222,1610,1888,1122
NE,Platte County,2411,6482,8139,4738
NE,Polk County,313,1129,1402,794
NE,Red Willow County,549,2400,3006,1405
NE,Richardson County,448,2092,2137,1099
NE,Rock County,34,346,402,236
NE,Saline County,1465,2953,2876,1576
NE,Sarpy County,5233,25175,39399,46108
NE,Saunders County,982,4481,5319,3679
NE,Scotts Bluff County,2900,6942,8784,5529
NE,Seward County,652,3107,3963,3137
NE,Sheridan County,351,1220,1298,847
NE,Sherman County,156,804,811,448
NE,Sioux County,57,246,278,256
NE,Stanton County,258,1284,1796,725
NE,Thayer County,274,1276,1359,674
NE,Thomas County,29,108,219,117
NE,Thurston County,422,1271,1541,633
NE,Valley County,231,1023,1014,725
NE,Washington County,613,4366,4700,4129
NE,Wayne County,213,1470,1928,1727
NE,Webster County,152,871,867,566
NE,Wheeler County,27,197,265,118
NE,York County,600,2595,3470,2645
NV,Nevada,272132,574254,692618,505691
NV,Churchill County,1410,5310,6937,3161
NV,Clark County,207228,424198,493500,364232
NV,Douglas County,2521,9043,14614,10918
NV,Elko County,4560,10936,12336,5551
NV,Esmeralda County,94,326,254,129
NV,Eureka County,73,638,517,118
NV,Humboldt County,1953,3426,3871,1864
NV,Lander County,453,1471,1467,480
NV,Lincoln County,513,1272,1200,728
NV,Lyon County,5140,12832,15472,5645
NV,Mineral County,357,1160,1243,485
NV,Nye County,4742,13297,12434,3668
NV,Pershing County,992,1932,1692,579
NV,Storey County,192,838,1040,948
NV,Washoe County,35940,74437,108405,97537
NV,White Pine County,843,2933,2357,929
NV,Carson City,5121,10205,15279,8719
NH,New Hampshire,66206,263321,275073,355737
NH,Belknap County,3074,13299,14054,14687
NH,Carroll County,2177,11034,11366,12811
NH,Cheshire County,3532,16694,15345,17620
NH,Coos County,2954,9474,7442,4434
NH,Grafton County,4529,16759,16287,25708
NH,Hillsborough County,22986,75053,82179,110950
NH,Merrimack County,7200,29541,31898,38008
NH,Rockingham County,10847,56498,63117,92331
NH,Strafford County,6097,23313,24844,30194
NH,Sullivan County,2810,11656,8541,8994
NJ,New Jersey,625931,1670942,1408555,2440951
NJ,Atlantic County,24010,59017,49700,51949
NJ,Bergen County,49161,148853,134472,323926
NJ,Burlington County,19630,88177,86787,119351
NJ,Camden County,39407,102941,93034,113085
NJ,Cape May County,5217,22350,19331,22910
NJ,Cumberland County,21262,40651,25155,16053
NJ,Essex County,74374,149902,120755,189550
NJ,Gloucester County,14285,64305,56006,66304
NJ,Hudson County,72615,120211,83126,202114
NJ,Hunterdon County,4457,18617,18926,46791
NJ,Mercer County,28459,60780,52828,105467
NJ,Middlesex County,57834,143647,119053,247379
NJ,Monmouth County,28643,102013,104552,200708
NJ,Morris County,18978,69396,70471,186941
NJ,Ocean County,32816,139398,114790,122732
NJ,Passaic County,54276,115311,70179,94039
NJ,Salem County,4924,16934,12951,9267
NJ,Somerset County,12561,46588,44895,125454
NJ,Sussex County,5190,30944,28481,36531
NJ,Union County,51403,107758,82006,135437
NJ,Warren County,6429,23149,21057,24963
NM,New Mexico,202250,371338,446264,383519
NM,Bernalillo County,51699,108101,145934,160401
NM,Catron County,168,1337,889,445
NM,Chaves County,9015,11466,13462,7431
NM,Cibola County,3078,5839,6643,2574
NM,Colfax County,1076,2685,3395,1985
NM,Curry County,5528,8154,10991,5861
NM,De Baca County,180,415,401,149
NM,Dona Ana County,26914,29734,38768,35542
NM,Eddy County,5799,13638,11770,6038
NM,Grant County,2496,5276,6425,5748
NM,Guadalupe County,573,1571,914,250
NM,Harding County,52,94,132,77
NM,Hidalgo County,526,1044,967,434
NM,Lea County,10856,13288,12296,5740
NM,Lincoln County,1543,4385,4968,3780
NM,Los Alamos County,317,1168,2837,8938
NM,Luna County,4647,5293,3517,1926
NM,McKinley County,10059,15197,13898,5054
NM,Mora County,379,1198,1554,387
NM,Otero County,7233,11876,16854,7616
NM,Quay County,1073,2116,1730,1013
NM,Rio Arriba County,3629,8596,9340,5145
NM,Roosevelt County,2161,3035,3029,2588
NM,Sandoval County,9881,24940,33270,29839
NM,San Juan County,12305,24860,32208,12193
NM,San Miguel County,3285,5427,6714,4207
NM,Santa Fe County,11813,24722,28794,45475
NM,Sierra County,1384,2470,2955,1819
NM,Socorro County,2003,4122,2472,2418
NM,Taos County,2401,6864,8082,6987
NM,Torrance County,1657,4063,3449,1598
NM,Union County,547,1413,706,354
NM,Valencia County,7973,16951,16900,9507
NY,New York,1796594,3541274,3308262,4985807
NY,Albany County,16106,47042,56068,85702
NY,Allegany County,2770,11012,9988,6268
NY,Bronx County,253249,259572,230175,186550
NY,Broome County,11927,40302,39490,36345
NY,Cattaraugus County,5894,20715,16159,10081
NY,Cayuga County,6772,18436,17705,12523
NY,Chautauqua County,10019,31774,27808,19916
NY,Chemung County,5787,21042,18912,13863
NY,Chenango County,4088,13380,10470,6406
NY,Clinton County,6819,20807,14964,12621
NY,Columbia County,4429,13653,12603,14889
NY,Cortland County,2798,9663,9233,8419
NY,Delaware County,3627,12319,9431,7410
NY,Dutchess County,18362,55135,60058,72058
NY,Erie County,52928,178202,192920,221931
NY,Essex County,2447,9871,8666,7683
NY,Franklin County,4422,13214,10740,6689
NY,Fulton County,4898,13766,12905,7032
NY,Genesee County,3205,14864,14055,9210
NY,Greene County,4709,13689,9157,7804
NY,Hamilton County,804,969,1193,601
NY,Herkimer County,4446,16144,13747,9395
NY,Jefferson County,6416,24858,24361,15905
NY,Kings County,313615,458191,340996,667445
NY,Lewis County,1809,8198,4971,3382
NY,Livingston County,4009,13617,13763,11289
NY,Madison County,3831,16683,14882,12571
NY,Monroe County,49395,119716,145516,198049
NY,Montgomery County,4503,12106,11506,6084
NY,Nassau County,81146,213909,214545,433413
NY,New York County,158971,155198,169148,766048
NY,Niagara County,13277,50066,50303,37080
NY,Oneida County,18349,50633,49041,40921
NY,Onondaga County,28391,80217,93903,113367
NY,Ontario County,4704,20395,24049,28024
NY,Orange County,24903,71028,73209,73635
NY,Orleans County,3620,11300,9803,4776
NY,Oswego County,9455,30006,25429,15203
NY,Otsego County,3308,12494,11735,12402
NY,Putnam County,4930,19139,18549,27946
NY,Queens County,295810,453171,367155,529260
NY,Rensselaer County,9071,32369,34519,35776
NY,Richmond County,37207,100452,81026,111976
NY,Rockland County,24008,45877,50052,83654
NY,St. Lawrence County,8125,26380,20091,17061
NY,Saratoga County,9735,40531,45288,67456
NY,Schenectady County,9914,31497,31026,34238
NY,Schoharie County,2308,7970,7026,5005
NY,Schuyler County,1268,4430,4428,3103
NY,Seneca County,3758,8702,7043,5207
NY,Steuben County,6475,25012,20500,16099
NY,Suffolk County,97090,281922,277165,374665
NY,Sullivan County,7038,17945,14951,13152
NY,Tioga County,3064,12472,10138,9022
NY,Tompkins County,3326,11347,13111,31990
NY,Ulster County,12059,38710,37174,42247
NY,Warren County,3854,14653,14333,14993
NY,Washington County,5440,17429,12888,9235
NY,Wayne County,6934,21531,20982,14467
NY,Westchester County,79762,128492,133103,326933
NY,Wyoming County,2938,11614,9350,5131
NY,Yates County,2272,5443,4757,4201
NC,North Carolina,853396,1791532,2156078,2182853
NC,Alamance County,15046,30386,37150,27290
NC,Alexander County,4724,10371,7920,3812
NC,Alleghany County,1896,2438,2627,1460
NC,Anson County,3470,7243,5268,2032
NC,Ashe County,3028,6470,6856,4002
NC,Avery County,2191,4024,4354,2755
NC,Beaufort County,4201,11115,11823,7031
NC,Bertie County,3113,5487,3832,1964
NC,Bladen County,4474,8001,7705,3791
NC,Brunswick County,9082,29021,34830,31048
NC,Buncombe County,16862,43838,52263,75737
NC,Burke County,11978,20488,22033,10721
NC,Cabarrus County,13791,34462,44434,44201
NC,Caldwell County,11827,19175,18714,9294
NC,Camden County,1004,2188,2977,1274
NC,Carteret County,4383,13388,19260,15182
NC,Caswell County,3269,5619,5163,2664
NC,Catawba County,15391,32708,36293,24663
NC,Chatham County,5795,11048,13247,22117
NC,Cherokee County,2754,7284,7386,4095
NC,Chowan County,1402,3536,3360,2296
NC,Clay County,992,2798,2602,1984
NC,Cleveland County,10545,22995,21561,11745
NC,Columbus County,6705,14323,12934,5442
NC,Craven County,7569,17554,25298,17032
NC,Cumberland County,18606,53420,81380,52502
NC,Currituck County,1784,5410,7190,4411
NC,Dare County,1556,6147,9886,9359
NC,Davidson County,18692,38135,37903,21469
NC,Davie County,3694,9665,9615,7259
NC,Duplin County,9591,12706,12783,4828
NC,Durham County,24947,37969,48045,103332
NC,Edgecombe County,6859,13614,10933,4928
NC,Forsyth County,27106,64685,74308,85565
NC,Franklin County,6372,13734,15856,10128
NC,Gaston County,22997,46499,49887,32173
NC,Gates County,915,3171,3077,1196
NC,Graham County,1103,2204,1986,786
NC,Granville County,6566,12836,13057,9431
NC,Greene County,3744,4932,4653,1654
NC,Guilford County,38516,81878,104820,126827
NC,Halifax County,7730,13453,9742,5222
NC,Harnett County,10720,25577,30560,18702
NC,Haywood County,5495,12075,16329,11903
NC,Henderson County,8618,20649,29047,27185
NC,Hertford County,3199,5446,5526,2484
NC,Hoke County,4480,9955,14086,6150
NC,Hyde County,732,1476,1254,350
NC,Iredell County,12967,34094,39318,34306
NC,Jackson County,2916,7359,8815,8326
NC,Johnston County,17163,36367,47399,29900
NC,Jones County,1366,2490,2502,882
NC,Lee County,6733,10933,14311,8755
NC,Lenoir County,8049,12649,13004,5912
NC,Lincoln County,7166,18360,19927,13584
NC,McDowell County,5289,10644,11193,5731
NC,Macon County,2820,8136,9033,6246
NC,Madison County,1995,4793,4166,4371
NC,Martin County,2745,5590,5455,2705
NC,Mecklenburg County,70077,122512,201185,327148
NC,Mitchell County,1642,3668,3518,2274
NC,Montgomery County,3892,6556,5549,2971
NC,Moore County,6532,15168,22173,26250
NC,Nash County,9320,21839,20182,13460
NC,New Hanover County,10530,33277,48832,63284
NC,Northampton County,2938,5772,4218,2065
NC,Onslow County,8890,31389,40395,24004
NC,Orange County,6544,12281,17432,53769
